stage,point_id,x,y
2,135,63.125988312882164,26.888590574138743
2,136,45.86366900767741,63.1053206024989
2,137,9.91756210687575,4.9663576879917235
2,138,26.469166792967265,8.1340660023317
2,139,41.10066072410485,15.123863895479646
2,140,18.665197038796933,95.93035693302684
2,141,93.39712620812142,93.03121553222489
2,142,40.64026958198766,37.87414956360355
2,143,20.064234958832028,54.654498144767445
2,144,9.91315123399746,26.000630872388697
2,145,32.34607931829832,14.439802200026872
2,146,4.405220826130063,29.094471969582447
2,147,34.61071245257283,21.262678678989488
2,148,71.73265359870787,20.866643300816985
2,149,40.76899026812824,46.847105820597385
2,150,3.5325940314768656,29.957085031979005
2,151,6.792445582478697,77.18765826783653
2,152,0.17576255191204904,49.37507119592688
2,153,84.28998413076803,53.08263283276352
2,154,69.81075396416252,22.299387862388166
2,155,44.34803127239011,17.23292845627886
2,156,87.83376856282693,84.46952234195321
2,157,34.62765222485276,38.135342664991505
2,158,9.100804190032793,23.744196734899045
2,159,9.147041177840777,30.54845407773164
2,160,65.62230459384092,61.06329218801699
2,161,61.97074274681595,76.91595570727816
2,162,4.922698896019534,16.96848167842999
2,163,17.704406477624843,71.1580532174231
2,164,31.876532785296654,97.26767922689913
2,165,21.951993734223606,71.47680229350989
2,166,11.166318817957638,44.70962472554954
2,167,31.41229808568649,32.21930051690191
2,168,18.22935240265245,82.63414656150503
2,169,4.7231443555790165,85.20522044056666
2,170,84.12179333038216,60.002034048765076
2,171,61.86288031312179,49.110173790925245
2,172,1.2582409277293238,71.02177802712339
2,173,59.78453207128436,40.746788438918145
2,174,43.02817648955596,73.2967727778831
2,175,13.781346869495103,53.94987083516395
2,176,98.51280866044846,81.4353979192084
2,177,31.13502964139517,0.3832240528299652
2,178,90.5000259525976,42.52092070431852
2,179,66.77078521703096,21.944707281327624
2,180,75.40702114861634,28.03182550041834
2,181,19.171745398415048,14.500018865944304
2,182,19.456800197292424,96.74263459859309
2,183,55.601098923240976,62.81807005796376
2,184,11.229417479199205,81.3807594626317
2,185,69.44128680244256,91.58062271753418
2,186,88.9476379570432,21.239096570099267
2,187,23.042535412535127,47.32965840045667
2,188,45.42864348785164,86.91851736648083
2,189,35.48701102292963,11.148977557157169
2,190,55.799665671792276,66.02979556847788
2,191,1.5652536903141328,67.79933324790612
2,192,28.575403760541107,29.01336009581136
2,193,63.17568713931791,33.04090999326715
2,194,0.2309230296918804,71.27809834182624
2,195,53.33842364247672,78.11928113305274
2,196,27.795952681060236,35.180459627073716
2,197,41.27637923625854,8.817099202560888
2,198,56.465382148436106,80.62827707238735
2,199,21.216908179636285,18.207012928845323
2,200,98.0696835288698,32.64794692640239
2,201,12.140761578644424,74.19461242235212
2,202,40.76164978739371,92.32304784115155
2,203,87.09895828433476,59.615521005135534
2,204,83.99029856189917,25.280884781296297
2,205,16.37045058577136,7.8119380917569305
2,206,28.199775729714798,27.008901121196633
2,207,54.92830725452303,63.09663189936114
2,208,11.766039642322122,60.18287102903186
2,209,6.271033463282412,73.61174219270332
2,210,35.239773118932774,57.299781465908836
2,211,47.696997134102986,0.836515179719269
2,212,68.90399799208318,86.77374577510821
2,213,33.426080228480146,5.351838571116252
2,214,22.046878014191517,67.73706309328881
2,215,25.42726492645186,76.08873097501828
2,216,87.93759491710392,16.113724217080453
2,217,93.1148495623655,20.591602986906494
2,218,37.55206790127912,33.12556236136435
2,219,83.80612751455257,57.107357897345345
2,220,32.82103891930014,10.667456825803793
2,221,82.0674727987031,44.44120425657657
2,222,42.301314924974015,4.398818477754117
2,223,94.54881243878008,23.140723096453506
2,224,51.218884000902385,39.083710962003515
2,225,4.537780790767352,21.912879029182378
2,226,79.56856462514324,28.203256561941327
2,227,87.42632481814874,16.1167975710197
2,228,31.968438121171822,94.47472790991755
2,229,61.727654138425834,57.764494041299024
2,230,91.81713676849834,49.28485785385376
2,231,57.460266100320524,45.51745497745019
2,232,73.57117316281325,90.34238205071995
2,233,77.55177947251637,53.953332757004794
2,234,28.60591838523814,37.97975061398644
2,235,58.20846865840737,61.34289421943134
2,236,96.91121686104879,38.53460512545925
2,237,94.28826009775575,1.7796151686356723
2,238,7.91528425594066,49.98998946139515
2,239,86.96483732657184,65.53278824006672
2,240,46.55007993984499,1.8416298681609349
2,241,94.50150042021122,42.05367230933051
2,242,81.77703505488832,64.10088912688988
2,243,41.01753759360037,22.75986024054654
2,244,90.76584542811948,26.290513180347723
2,245,70.24860479473826,68.54714889910097
2,246,90.7250236425341,51.873837085621396
2,247,8.72036060936206,93.85585057177293
2,248,17.899089066964464,61.43142776808562
2,249,95.14876425534109,47.25443733172067
2,250,52.27829861490872,56.54607873261408
2,251,69.61533279637302,12.510524960968402
2,252,39.30016241865754,74.08234040808934
2,253,86.02819335907043,80.5429921129786
2,254,27.392148623239464,77.01460116670664
2,255,23.88343441934002,91.90470162633412
2,256,46.52969053235954,59.457091649478286
2,257,7.928849021269547,20.884269137359933
2,258,57.908561942412035,10.265549288527982
2,259,64.97200142778003,54.636022326580616
2,260,52.13150128156488,35.17517076606505
2,261,26.396826370274365,35.108256563297076
2,262,89.78142578374658,38.43455716927145
2,263,6.146410424364249,53.409595147313055
2,264,29.658090452543583,81.73879087218799
2,265,66.89366160590399,28.289491758595762
2,266,56.695717638971644,70.41215715442058
2,267,10.503978975152991,26.838105902592655
2,268,64.5476885649614,31.72823453868173
2,269,32.41722444670915,55.44699537245844
2,270,36.48420087791404,45.20213035684701
2,271,50.9072024971596,94.74300036595051
2,272,20.619569289295516,59.54789676617814
2,273,65.65032130497208,7.062905469009081
2,274,1.4837506715313875,39.71076401166184
2,275,59.23928200786311,6.165528422733438
2,276,26.284899740898783,71.58930532642101
2,277,6.229570581386356,60.721652944159736
2,278,62.22701954778417,34.503321983524756
2,279,43.061965508721975,15.873904404124424
2,280,43.642512440528336,73.12461139678274
2,281,78.27476468819692,85.4125826865304
2,282,95.80476841631656,65.20563285414327
2,283,60.548412489887355,22.671600680575512
2,284,65.4726602428024,36.99645712359175
2,285,35.4657752555358,93.92040521360259
2,286,7.691249806267096,21.009495078296663
2,287,40.289078189717074,7.834054866466686
2,288,60.942215853324186,23.280904981046067
2,289,52.31602398258808,57.424671265352956
2,290,27.714819212780558,23.123783695579952
2,291,85.56854311314666,74.97751077954113
2,292,94.16492264138726,72.87751295613849
2,293,94.7955145951408,72.579985359065
2,294,59.3121524707767,48.19920983025992
2,295,18.32678273156275,42.36622653274339
2,296,6.557849975419173,38.78752576529278
2,297,75.96736096890402,52.52711644310578
2,298,64.57448782268494,78.02109628358644
2,299,82.24105984542408,14.617891285463376
2,300,28.019593219872316,80.6686988851787
2,301,66.29479754038928,28.73795832009308
2,302,73.94402993339085,75.57269795959003
2,303,69.86886656860764,65.62972851394102
2,304,9.486475307697319,36.33740688735353
2,305,97.661037173966,12.862943934939933
2,306,87.9537489666339,7.45500811904919
2,307,21.5876193503293,0.3504801305085349
2,308,88.44755598330504,43.101545898588995
2,309,78.54753119653864,35.2118565832243
2,310,77.88486020220721,90.58940235216143
2,311,39.77992348398157,77.45324163780884
2,312,16.05009526687269,47.87357580060896
2,313,52.324851157161035,88.58771945273799
2,314,21.447711977998274,46.74622556340914
2,315,16.801536332519394,9.79650141761645
2,316,17.23215848816857,6.939728554511782
2,317,37.648745039530034,79.04331280542615
2,318,95.27824539706374,96.34561958018277
2,319,68.13339568743349,25.754456531817254
2,320,43.57648685149134,7.939564738259574
2,321,64.42444328009533,44.91802110530097
2,322,5.788573434212704,77.54440996343334
2,323,61.44663323723076,7.2340704797446085
2,324,26.04457197569827,68.53758001179183
2,325,78.11634538696876,4.0080195966063314
2,326,18.49581689321035,5.419961604251578
2,327,47.318350542294304,75.83892868759258
2,328,95.90875554829846,76.75462888501524
2,329,41.89912668674227,19.18849730321823
2,330,36.314836451530006,55.835072481007664
2,331,91.05109733141137,15.521510534518386
2,332,41.74950687543883,65.90682045853545
2,333,46.24292895726118,92.00989592790648
2,334,81.806690464897,30.03194403899345
2,335,4.241297752150917,20.286016450917238
2,336,72.80877019128909,26.590557084202885
2,337,87.58931073392887,54.79649631930863
2,338,79.56110466494361,33.65679896588915
2,339,17.490937914119904,76.58138952091844
2,340,7.662569145204139,4.191654502879663
2,341,27.418289220461286,44.467375237291016
2,342,91.82587124557105,79.36847771378864
2,343,12.703671634050492,18.173035598385866
2,344,19.75705671059387,10.393380397606807
2,345,32.316910440375764,85.66520159647877
2,346,75.70327773203292,4.475402244841934
2,347,56.13704159216087,13.703305568599156
2,348,59.81091776142401,56.14015935075592
2,349,43.73419194780542,86.31850532000705
2,350,14.684420035063264,97.78328200202853
2,351,97.25300989527611,91.90211002270168
2,352,41.873293483894024,39.193137788102696
2,353,57.03018337121068,21.008833530220862
2,354,98.72185539865892,94.72829780598612
2,355,33.02748205449835,10.337360237323585
2,356,58.68719799298736,36.674917958731356
2,357,17.96472064683374,85.14476677530581
2,358,27.008622983698015,40.70625273788744
2,359,92.40564169473086,76.95126610120302
2,360,30.665482539660815,22.700738717859572
2,361,89.61155668486336,75.04310421271312
2,362,10.908057546250918,38.087738668449205
2,363,57.18921491151364,54.337321079024626
2,364,3.228046421200259,91.23513127506341
2,365,78.63254044919806,15.173245836574726
2,366,59.83499004406117,79.7236242174306
2,367,8.553698863527739,54.523648471013516
2,368,57.43293522283943,84.80205712880628
2,369,59.71702705249298,4.581802454005586
2,370,27.505691174609577,70.31305261875931
2,371,24.92106472999944,64.23134920531132
2,372,13.535986756636337,73.50305051473954
2,373,88.76404725401306,2.630262449180132
2,374,6.541363791806142,55.20777277945474
2,375,35.008967895822074,10.610033803726191
2,376,19.31899859937614,33.04581664432445
2,377,60.21634638274688,58.894607828265514
2,378,19.324220062137734,83.86487160545269
2,379,71.56513409014687,3.9483826782145623
2,380,33.896671510510515,18.097187818389223
2,381,42.20880745745574,8.958238269580187
2,382,57.38574578678383,94.38390223160894
2,383,39.835661400092214,5.259786586688006
2,384,69.66437556712415,36.16035399964414
2,385,31.31393847808215,91.71360832092395
2,386,96.78156922898427,86.40048045325692
2,387,0.7229445328258236,62.50781166497175
2,388,9.07473006561765,44.69916701310579
2,389,17.427213054917594,46.516667096983305
2,390,0.21755115715626616,88.26197246283716
2,391,19.99254949930928,44.573897255935314
2,392,68.59362803720921,24.016129576415693
2,393,32.14828072346099,67.28719576145501
2,394,90.57936761078547,84.33185850961983
2,395,72.46551722681743,69.14961090127981
2,396,4.684287418843811,88.18342384446603
2,397,85.04861353697362,79.12459253187151
2,398,47.78779676340454,32.49438409381257
2,399,94.26708085837255,71.1210499886729
2,400,83.58410864342612,53.447969895702265
2,401,15.61837762616323,71.82903863557293
2,402,57.11700715914398,80.21463932355529
2,403,6.3208583570468795,52.18124988800889
2,404,30.668170732419366,46.049160393642744
2,405,52.168856127313845,24.351363001189604
2,406,40.81524434459585,91.84986280027503
2,407,87.29512101636067,18.056081925700223
2,408,7.912904208441126,40.11991195697932
2,409,11.864893224329533,98.78887307115397
2,410,58.45534941454612,84.00736608008022
2,411,32.44724774610158,22.630564160632712
2,412,45.80595400714697,38.932444004991225
2,413,38.018817226266634,88.18195932971942
2,414,73.13607564744224,66.06897823223706
2,415,46.63027801724017,21.885543534258833
2,416,66.96253268590588,98.71596734432357
2,417,82.06433746281897,35.87834017753897
2,418,31.66536352067906,1.233858984982148
2,419,54.22887057730256,47.34254657895943
2,420,59.695687241538856,77.07562750908183
2,421,0.08668293755617462,84.59731319632262
2,422,21.499925700409953,56.10621022068687
2,423,23.694501877973963,62.674828498087294
2,424,91.17534967451442,46.80108531875343
2,425,90.18079013123251,1.6920690904100326
2,426,60.84678577998878,78.16027179915754
2,427,57.72869405223754,86.65748637105901
2,428,72.83736416360546,17.02565714348285
2,429,58.336523483740145,43.288996941675194
2,430,1.848072658064738,97.47709836597342
2,431,28.925217806007385,8.355975654079938
2,432,9.72630571425673,92.43328186727217
2,433,38.65864666362047,98.50310701584316
2,434,44.90121930514694,78.67701461351328
2,435,91.31474883100377,95.58697783305081
2,436,55.77646901425435,91.61298353154426
2,437,83.99113254384453,42.22002619220625
2,438,13.352075431836617,23.20763126169516
2,439,71.42916932944527,36.718123097085275
2,440,67.10412504591494,47.567506690235795
2,441,14.566057657816932,15.023995562996712
2,442,49.67290174410722,13.612184203911552
2,443,98.8268572096662,77.40818621703876
2,444,82.1483721289688,26.950221495184074
2,445,75.08991314666939,17.37063983473631
2,446,78.61019002834021,25.721135174726317
2,447,8.152003461230944,66.93168631569492
2,448,21.527411894483453,49.012601018030594
2,449,3.7466094010812268,75.88712814872544
2,450,62.23759978352177,29.49691666058927
2,451,16.17886937265838,25.989531605931
2,452,36.39182904417117,32.517394561263465
2,453,80.50902627902327,90.77572511242695
2,454,46.03443267270965,13.744628675078053
2,455,20.214089105489013,61.43514094645835
2,456,6.117642021739055,23.740876627660636
2,457,69.68966279019912,38.82377124008561
2,458,61.28623954557475,68.5108006135191
2,459,94.31046140156731,85.31446715647282
2,460,35.68876991085007,82.98126685104256
2,461,17.236514742766783,2.949390141675177
2,462,86.52983475187783,15.129625600273991
2,463,94.09747150721954,64.27818178064805
2,464,63.05813224266376,96.37064018320714
2,465,40.85156514692349,46.98607242023908
2,466,12.12776078850524,89.00952281802692
2,467,61.348727892110965,28.194429735949992
2,468,48.59958921072066,67.02935802442589
2,469,98.62793653771179,22.774099501268285
2,470,40.10234067048006,0.10155641132218896
2,471,41.860527701945095,3.784381532347509
2,472,17.039567521690895,38.90091890238204
2,473,63.337129139933985,5.230611525503687
2,474,73.64781881008254,52.05294363494807
2,475,70.20438955511112,62.29844360279673
2,476,17.51362027054604,68.8903894230727
2,477,22.11883368952887,33.22517497603272
2,478,35.239626289821054,4.144135266206214
2,479,3.8239541196773885,3.2783964921221784
2,480,59.73081418066784,9.753438906554324
2,481,86.90596690770052,27.404677522770555
2,482,17.099256540975304,60.97118771858127
2,483,26.960493316676732,7.354626038024212
2,484,82.31240340656987,87.30509451362768
2,485,0.16135253876018296,97.91522515338048
2,486,42.93294605365545,89.4460433852878
2,487,97.98951838556347,23.395280918471173
2,488,20.1587695882241,81.89858609729295
2,489,76.37373926125856,10.268840797747304
2,490,61.92983124717598,16.039025590527093
2,491,84.36865184157152,25.809590679864197
2,492,34.12592940045368,43.73102652887533
2,493,14.26744229637916,83.74018574799048
2,494,17.92316387240961,43.024476067292355
2,495,15.486232794504167,71.63923162402192
2,496,3.9797425559941235,64.65756062272844
2,497,43.82489265845551,48.62340551019323
2,498,94.62986632954737,51.07933294509127
2,499,41.95831449303067,45.57547528353899
2,500,28.305509842457184,97.14116093098951
2,501,22.462008430660642,20.751055040724125
2,502,16.341111039559216,65.88562051326554
2,503,17.43741240478442,85.66606672896386
2,504,35.88072868280106,19.246704157128498
2,505,10.549849382495866,6.26971199442377
2,506,13.857480350752748,60.54428848024223
2,507,59.658645682283044,58.96096751135462
2,508,55.01406174965512,25.53974742047105
2,509,57.88842952025044,4.791910645595695
2,510,51.41013861719246,63.53776827813714
2,511,7.769415905527193,90.93647754430964
2,512,63.03469931208098,97.05950255474812
2,513,25.90916257790307,41.23817229303764
2,514,82.28286978248498,3.5305492849450824
2,515,69.91099941379787,76.68985728841541
2,516,1.0931326855647248,49.45278670755372
2,517,51.99833321566186,36.00913329976277
2,518,43.044016301029046,80.99438464556336
2,519,47.155164793551,70.01411049137677
2,520,20.39513278748578,17.22854900275505
2,521,89.40515472928831,1.2293033917350047
2,522,31.20461730090399,82.2487332916655
2,523,41.306966218292764,31.659728373436604
2,524,52.60982392013369,23.93179510346984
2,525,18.511759737434982,22.810479871117458
2,526,95.21351011865374,22.96822804162227
2,527,15.57849881312815,17.701035426675872
2,528,89.78598858182956,25.5151996746794
2,529,84.4506730325654,5.171974454496787
2,530,31.502848858377565,15.531609993388434
2,531,5.56775577368558,92.30434737262888
2,532,82.62363006547014,35.757301319277936
2,533,3.6635428347432777,49.47753702319471
2,534,88.73473456103781,57.890363168249095
2,535,28.59680195816709,22.17680822862845
2,536,36.81397550732536,68.50274997075978
2,537,89.43050766889135,87.22216340483992
2,538,7.408907275038718,43.106798003199835
2,539,40.77114497398425,70.23742642460839
2,540,58.780893578018166,27.310290536583658
2,541,42.81728885443298,49.20875268985363
2,542,81.66337454923995,54.68104872082859
2,543,18.090321515234518,62.44740202631047
2,544,56.28648712831634,33.618665734873964
2,545,30.64587421256908,34.486954866729285
2,546,51.83875864474349,81.30757870953678
2,547,54.43641801194999,98.4023004182058
2,548,8.69479933690473,68.16626596114966
2,549,43.72882611433815,61.58985685317729
2,550,80.70504243262701,69.75700108302459
2,551,48.10696535126401,83.77806274939353
2,552,34.101799366200545,2.3070035198857597
2,553,1.8987778120717027,95.54999421458297
2,554,93.79792042460156,40.105509977144465
2,555,65.11440765605136,10.257469169385793
2,556,48.56953119034019,6.783736206551339
2,557,1.9237905370852075,6.397967673065438
2,558,65.5230024962761,73.3478980055286
2,559,72.55695050468925,20.052311709150967
2,560,49.29275037010558,71.89213344289251
2,561,47.117703099951555,69.3684715340871
2,562,14.189113998604515,5.17344014169208
2,563,17.798111364545402,17.89850091097984
2,564,59.805018070937855,8.71533858090244
2,565,1.7970190427681034,47.5399228236681
2,566,4.061019050097014,33.10457364845851
2,567,91.64488834007837,24.185996993194006
2,568,22.31366501100279,78.42454948866796
2,569,85.46769680277062,12.3958478218052
2,570,8.407698135051971,6.0927437253810055
2,571,26.076194861229006,17.029573970934212
2,572,17.923280213336493,91.42126677501687
2,573,89.69078089827364,72.5044874700747
2,574,53.560700293954326,61.43540074038805
2,575,85.44533904243998,69.84505801810629
2,576,70.35437433279581,68.40770969587284
2,577,20.194696289882366,63.42633483093432
2,578,54.11716826775652,90.46292927847325
2,579,58.59634732820166,49.311038360715955
2,580,41.150820477692385,37.630722468735726
2,581,37.56089013221488,74.62786336732249
2,582,50.5071513283444,81.83347866916507
2,583,7.636222058063013,13.988373465014803
2,584,59.50128385244195,59.15560941418183
2,585,59.09466607860884,66.95704285005515
2,586,23.007248709830595,84.41830417924507
2,587,19.12877527154501,34.32659763093896
2,588,82.07155090773543,61.45245967072724
2,589,41.1440849107523,55.02161840264965
2,590,92.82293548873001,23.917216978405772
2,591,82.78843384988664,22.116103867203694
2,592,55.01889205125952,74.10683696444022
2,593,86.24798687112762,89.87122115650934
2,594,0.8082129381791989,29.0128647203026
2,595,98.37177964954361,1.346874328951615
2,596,12.022938502873897,76.04709535649819
2,597,32.01071722362767,9.48087647832764
2,598,26.709660816537305,63.6589122971131
2,599,18.253261588639557,8.657131255104588
2,600,79.91265040243431,7.717818082176727
2,601,49.94378414617856,31.020626946774428
2,602,70.52892287428317,34.3993691949915
2,603,5.741889424885708,21.911000304249566
2,604,10.64279933172425,66.28102272483235
2,605,9.221320993862383,14.58582412291813
2,606,91.69533026454108,12.129728015809263
2,607,96.37511277325169,13.602504650393096
2,608,53.082586697654584,17.412812061790778
2,609,54.02135608625591,31.5840194188488
2,610,88.23421437883626,36.32990186985436
2,611,70.81245913849864,93.52841282283416
2,612,48.45565442727648,57.7826274881887
2,613,10.864624214574071,20.114012374970418
2,614,81.671062587245,96.14617333926336
2,615,22.47480644822438,86.73572313056961
2,616,30.791606619020218,40.228399645878135
2,617,34.33203309712935,63.58879971419535
2,618,34.504439230091656,80.65442881448914
2,619,86.10056127753377,75.94478807134695
2,620,92.82278249961044,10.966465751324503
2,621,12.976482415409134,15.27180255034628
2,622,45.07091847419308,23.71417509238816
2,623,11.737723278242527,34.14032860733409
2,624,82.6008702664518,49.35974437379667
2,625,77.0218007275851,20.488886383349318
2,626,10.3520730039528,75.94675147577117
2,627,48.829125663897564,39.513155411180776
2,628,31.739627860861482,73.51118555017747
2,629,12.238672055294828,87.83709801307762
2,630,17.553205705450324,97.84697563955334
2,631,57.485558289214524,24.137549535131555
2,632,98.3801129253451,89.83876304526179
2,633,85.75931736221732,45.816562104917224
2,634,31.741476565765826,55.80573227075185
2,635,23.613945807712025,26.79019214946008
2,636,45.79596764801885,80.344518991376
2,637,65.4759251906099,58.51683773889225
2,638,68.4764168159995,81.64241903798222
2,639,22.78380443797186,31.32041253275641
2,640,16.913112276448427,29.216169288451475
2,641,36.8141842279815,75.44568222344613
2,642,30.358946054342216,79.95986403443132
2,643,13.037113655722735,44.47373179907678
2,644,15.888904291881468,85.95332281040699
2,645,15.325409809724485,67.17784171687187
2,646,19.863358441819244,7.001112267553193
2,647,71.57227726035059,66.64044769543024
2,648,73.8458588101025,14.037618233742622
2,649,37.36337403965658,89.4683881143549
2,650,9.515895912112503,66.89830753228506
2,651,50.655380882321175,41.280463823368734
2,652,42.39693285009044,48.06453115600252
2,653,77.17355417192037,57.63645565784198
2,654,45.29464365072331,53.263234386383466
2,655,31.457497811112955,82.58837453049951
2,656,35.329892676959055,17.21773361440876
2,657,6.937761497074964,5.973859721691269
2,658,3.0185349142751816,93.72532661798944
2,659,14.08048734245103,95.22584598823498
2,660,50.09146838068759,18.61094517054272
2,661,3.464642761789394,83.83823640243355
2,662,61.59853002414491,48.91270325806135
2,663,54.603673034500865,73.2314760765695
2,664,33.00716345346852,70.79997283256426
2,665,18.501261317296887,75.72627395030166
2,666,43.27470223978023,87.75692771680237
2,667,45.78694554313092,30.18528941627937
2,668,33.83580888633631,90.8310418552034
2,669,78.05567446230138,94.63243673818498
2,670,35.393211744514126,98.38639802635709
2,671,93.27031065494549,36.10748251913917
2,672,41.70485901781666,33.615942937158536
2,673,74.03650334781264,25.07678254153696
2,674,28.620738031667077,23.628882167259757
2,675,93.6039122800159,34.490556434806095
2,676,61.03282734653372,50.33551130709379
2,677,28.249723831900976,22.65627469049573
2,678,48.60536374043715,55.229159191641635
2,679,98.6436373851469,85.77946413191455
2,680,48.284339290388594,43.19548408427769
2,681,87.15390561572458,93.5662607539062
2,682,16.89216379436102,25.394196137007082
2,683,36.03308623911723,48.12974736735221
2,684,78.76875833251005,82.29687514456035
2,685,83.19686829206607,10.414496559893534
2,686,53.100728610479145,68.23238994237224
2,687,85.77461746916805,59.10179204949626
2,688,85.45403973457645,86.37640022183578
2,689,96.22925866616778,79.90006559428198
2,690,50.92748339677295,5.945384972764875
2,691,5.5312053944940365,64.1953426504423
2,692,52.34050796167116,33.919543967889936
2,693,68.75004560858633,47.0294348796862
2,694,96.48282296673335,47.33568046693255
2,695,13.056105493493419,91.73365732972832
2,696,43.148375036753635,20.718689497913253
2,697,9.579108052366411,80.65156186533993
2,698,32.065695240567344,29.65394807350164
2,699,1.0076686319280381,34.2732274107463
2,700,7.744179294702496,2.8639486014909625
2,701,95.4150501772315,50.819987211382724
2,702,84.54007971195973,92.21744043949406
2,703,29.718703353901997,79.24780519144998
2,704,72.73484432364305,3.1165107389913724
2,705,90.28788011763675,95.67810909945491
2,706,21.15840301613983,8.385562417628176
2,707,33.80943285305795,64.00107963490599
2,708,94.15022652924044,54.52793430255757
2,709,70.30220290701115,80.01464400848334
2,710,12.517593219579444,52.8123414065698
2,711,82.03546057608459,64.6437255593213
2,712,13.387872971725956,56.231413994276465
2,713,62.473918827992996,78.84520304954256
2,714,24.493749116652065,90.32230339633333
2,715,82.49936515273697,85.01355299364258
2,716,61.277122867132476,84.7136307715526
2,717,40.677386746895934,53.18453114203481
2,718,51.87509740989909,91.36289418289303
2,719,32.61506630223984,42.12396257517727
2,720,48.06131960671912,83.87130413317325
2,721,85.39270828134993,97.62752199838194
2,722,15.083942166155959,96.12119934579206
2,723,35.65739932472564,2.9797895245163115
2,724,96.85336640313585,42.349008520950214
2,725,41.87971121488866,41.52926631724936
2,726,56.711345722404126,17.358795248412335
2,727,32.807724453239736,79.60340993908022
2,728,86.13795501266428,78.46914417937477
2,729,59.62367536908797,15.740828788817547
2,730,20.12254662811478,7.654509212861232
2,731,92.01944735998278,72.2229248910345
2,732,39.17292088101856,33.306664525989845
2,733,80.37567030325037,97.89770163967265
2,734,9.895211289048474,31.13265378105283
2,735,85.47662822761419,71.07985135027059
2,736,12.334186184890585,56.610623794815226
2,737,39.45424546632127,47.49390343083711
2,738,94.33636984943978,34.243057759997924
2,739,18.25663228020931,88.06785999076796
2,740,94.284141374628,69.933085268128
2,741,6.029454416455441,77.27812180460832
2,742,51.84686398640623,27.088301612671128
2,743,66.94985925980853,80.8753364249775
2,744,17.882188491703907,89.59880295716908
2,745,25.153802247319575,91.82673318454289
2,746,46.4667551117383,45.82166358669843
2,747,88.18660069867471,38.6157203495179
2,748,9.122805022845315,29.558701985526582
2,749,64.85387417729014,65.27487601327671
2,750,9.632529604434941,23.03353472383277
2,751,94.9223012838235,0.4887238060985416
2,752,28.519462681202562,27.154703847024315
2,753,35.29582070937461,78.09557019528556
2,754,15.033814910303647,69.31789731058447
2,755,10.482315715588784,65.79895400892401
2,756,89.79875923993085,44.301609460129114
2,757,65.19466214575579,4.7393649297994305
2,758,25.73110583401877,53.6273412315423
2,759,10.209788739931868,30.555316084422106
2,760,62.65310989279493,43.62462141438623
2,761,16.014415861929898,19.312275970049402
2,762,82.59847851751694,31.217680525329065
2,763,15.90484479096116,30.464251584425575
2,764,13.622908229415035,95.07448529895181
2,765,20.909025896304524,74.46948907139128
2,766,8.419388336857818,20.009236983301587
2,767,0.2703048181381347,9.210980296921592
2,768,65.47901843947751,93.82372113892743
2,769,27.809728203481374,85.66090748056625
2,770,72.52852074698787,87.40809229321943
2,771,16.544802412174963,69.56031450464616
2,772,44.47036417562737,44.68916659811795
2,773,8.821634883642819,56.00174021409916
2,774,63.89365260346124,52.68809466187833
2,775,63.554732041077266,82.3075684385624
2,776,9.543134441169975,67.50134252594479
2,777,66.99164369647342,71.00603547466841
2,778,69.47278404565489,86.88302278512157
2,779,77.46994919224018,83.04608455724168
2,780,90.23336267609238,36.230972328119265
2,781,69.99828772575877,41.95749016895698
2,782,25.473004012246502,44.501964883854754
2,783,70.61702063035483,16.858694937684888
2,784,12.113361191232562,24.818325739582345
2,785,26.041934987387773,36.76865436550742
2,786,17.941506616288677,61.85626362955325
2,787,78.09951268520015,94.46836498695328
2,788,66.77809192891895,70.1295245004226
2,789,93.44037820198004,62.130873684106355
2,790,32.66062492117327,98.6822761615518
2,791,0.5847503545778969,93.26427223590174
2,792,0.25815741862898867,77.36533187973158
2,793,74.57679219905553,62.15898364260345
2,794,97.98469651426583,64.19944051643124
2,795,54.51133918612583,7.898110757154942
2,796,54.067943106205,40.61812706650852
2,797,9.764415008878231,46.26685192092462
2,798,71.1432887526269,79.52840874504105
2,799,17.84997842604869,72.62829867089754
2,800,74.7403219447426,65.63525292029163
2,801,63.291621014661224,46.57534507948748
2,802,53.29415283469539,84.38916564471612
2,803,18.960118190216054,66.25037715064573
2,804,75.28000155735013,23.272140816008818
2,805,36.800371448549264,10.627167493413772
2,806,2.523930332782237,12.073618744917297
2,807,30.283713152348216,77.11220262514826
2,808,8.208290582904992,85.84713870154712
2,809,32.29356004813214,68.50156539418255
2,810,9.794857033760143,45.27409846070514
2,811,55.814169948787,46.25816640783125
2,812,38.76664648830706,38.363431389317434
2,813,33.60688482327319,16.854757313286605
2,814,77.45955112849322,40.35648128017046
2,815,16.604138497126947,49.41301914373513
2,816,19.209910931458662,50.21296467225038
2,817,18.22399575404172,89.08041524934272
2,818,91.95785068439871,79.89368893809906
2,819,85.5667158427962,34.3699620794589
2,820,55.13492150026844,10.264535251728145
2,821,92.843845588125,28.670805055138636
2,822,31.199739488106598,43.76777095491837
2,823,59.28127071741405,7.113182559980313
2,824,57.67735635688598,33.54896306044162
2,825,17.91184230768342,60.309633135473106
2,826,47.81932753660945,56.719140934146154
2,827,19.189965921434492,46.853855727814214
2,828,38.55453587092796,21.669123821150077
2,829,0.1146395336760232,94.65772801544833
2,830,82.63695488608826,15.592012482541968
2,831,58.34486278059866,13.619645086727116
